date,temperature_c,temp_max_c,temp_min_c,rainfall_mm,humidity_pct,wind_speed_kmh,year,month,day_of_year,season,decade,temp_7day,temp_30day,rain_30day,temp_zscore,is_anomaly
1975-03-02,30.5,33.54,28.39,0.17,57.8,6.6,1975,3,61,Spring,1970,27.57,25.26,2.46,0.676,0
1975-03-03,28.67,31.88,24.75,0.45,62.5,11.6,1975,3,62,Spring,1970,27.96,25.46,2.48,0.277,0
1975-03-04,28.71,32.17,26.16,6.13,57.6,14.1,1975,3,63,Spring,1970,28.36,25.67,2.7,0.286,0
1975-03-05,26.45,28.66,24.4,1.55,64.4,13.3,1975,3,64,Spring,1970,27.87,25.82,2.72,-0.207,0
1975-03-06,27.39,30.11,24.64,0.42,49.8,10.6,1975,3,65,Spring,1970,27.2,26.02,2.74,-0.002,0
1975-03-07,28.37,32.34,24.84,0.44,59.9,7.3,1975,3,66,Spring,1970,26.76,26.32,2.74,0.211,0
1975-03-08,25.03,27.41,22.06,1.27,61.2,11.3,1975,3,67,Spring,1970,26.49,26.63,2.75,-0.517,0
1975-03-09,25.76,28.96,21.93,2.64,53.3,13.2,1975,3,68,Spring,1970,26.28,26.86,2.79,-0.357,0
1975-03-10,25.59,28.01,21.93,1.19,66.2,13.6,1975,3,69,Spring,1970,26.42,26.98,2.72,-0.394,0
1975-03-11,26.81,29.58,24.78,1.82,63.3,9.1,1975,3,70,Spring,1970,26.36,27.13,2.64,-0.129,0
1975-03-12,25.04,28.69,21.53,10.09,52.9,8.0,1975,3,71,Spring,1970,26.71,27.28,2.64,-0.514,0
1975-03-13,28.33,30.83,24.45,5.08,56.1,6.3,1975,3,72,Spring,1970,26.8,27.41,2.43,0.203,0
1975-03-14,27.96,30.68,23.98,8.1,56.9,16.3,1975,3,73,Spring,1970,27.15,27.54,2.36,0.122,0
1975-03-15,27.49,29.89,25.2,5.36,60.2,11.5,1975,3,74,Spring,1970,27.61,27.68,2.34,0.02,0
1975-03-16,26.35,29.21,22.81,1.83,52.6,13.8,1975,3,75,Spring,1970,27.99,27.74,2.46,-0.229,0
1975-03-17,28.05,30.3,24.66,0.83,58.7,12.7,1975,3,76,Spring,1970,27.79,27.74,2.47,0.142,0
1975-03-18,30.05,33.78,27.81,6.98,52.3,8.9,1975,3,77,Spring,1970,27.86,27.75,2.48,0.578,0
1975-03-19,27.67,29.83,24.21,0.91,57.1,4.5,1975,3,78,Spring,1970,28.04,27.91,2.59,0.059,0
1975-03-20,26.99,29.07,24.14,0.82,60.6,7.3,1975,3,79,Spring,1970,28.2,28.01,2.58,-0.089,0
1975-03-21,28.39,32.19,24.83,0.52,61.3,6.8,1975,3,80,Spring,1970,28.15,28.19,2.59,0.216,0
1975-03-22,28.81,31.59,25.16,1.67,58.1,10.1,1975,3,81,Spring,1970,28.0,28.38,2.73,0.307,0
1975-03-23,27.41,31.18,23.83,2.03,66.6,6.8,1975,3,82,Spring,1970,27.96,28.5,2.77,0.002,0
1975-03-24,27.76,30.84,24.0,0.05,61.0,17.4,1975,3,83,Spring,1970,28.12,28.68,2.73,0.078,0
1975-03-25,29.0,32.02,25.77,1.11,57.0,6.5,1975,3,84,Spring,1970,28.26,28.8,2.69,0.349,0
1975-03-26,27.38,30.48,23.63,0.83,66.0,14.7,1975,3,85,Spring,1970,28.27,28.91,2.75,-0.004,0
1975-03-27,28.1,32.0,24.29,3.98,48.7,7.8,1975,3,86,Spring,1970,28.3,28.98,2.85,0.153,0
1975-03-28,29.33,31.58,25.54,0.45,63.7,8.7,1975,3,87,Spring,1970,28.38,29.13,2.55,0.421,0
1975-03-29,28.9,30.95,26.7,0.36,67.1,13.8,1975,3,88,Spring,1970,28.65,29.19,2.47,0.327,0
1975-03-30,27.62,30.63,23.64,5.19,52.6,11.3,1975,3,89,Spring,1970,29.52,29.29,2.4,0.048,0
1975-03-31,28.31,32.26,24.81,1.74,50.2,12.2,1975,3,90,Spring,1970,30.03,29.43,2.26,0.198,0
1975-04-01,30.91,34.17,27.02,0.7,64.4,12.0,1975,4,91,Spring,1970,30.38,29.54,2.28,0.765,0
1975-04-02,33.48,35.61,29.66,3.61,73.4,12.5,1975,4,92,Spring,1970,30.98,29.65,2.4,1.325,0
1975-04-03,31.67,34.83,28.0,5.71,70.5,14.5,1975,4,93,Spring,1970,31.6,29.66,2.19,0.931,0
1975-04-04,31.8,35.72,29.43,1.83,64.9,9.4,1975,4,94,Spring,1970,31.9,29.7,2.24,0.959,0
1975-04-05,33.07,35.99,30.15,4.74,67.8,12.0,1975,4,95,Spring,1970,31.68,29.8,2.25,1.236,0
1975-04-06,31.99,34.1,29.88,1.68,64.7,13.7,1975,4,96,Spring,1970,31.02,29.85,2.29,1.0,0
1975-04-07,30.38,33.76,28.29,0.06,57.1,12.9,1975,4,97,Spring,1970,30.63,29.87,2.26,0.649,0
1975-04-08,29.35,32.7,25.86,1.37,65.6,14.5,1975,4,98,Spring,1970,30.31,29.94,2.2,0.425,0
1975-04-09,28.9,32.71,25.37,3.03,68.9,13.0,1975,4,99,Spring,1970,29.89,30.04,2.21,0.327,0
1975-04-10,28.9,32.43,25.83,4.84,68.5,13.3,1975,4,100,Spring,1970,29.76,30.1,2.36,0.327,0
1975-04-11,29.58,33.21,26.41,1.08,69.9,11.9,1975,4,101,Spring,1970,29.93,30.21,2.45,0.475,0
1975-04-12,30.1,32.67,26.25,2.82,65.6,11.3,1975,4,102,Spring,1970,29.98,30.3,2.32,0.588,0
1975-04-13,31.1,34.03,27.67,5.96,74.1,16.5,1975,4,103,Spring,1970,30.32,30.3,2.62,0.806,0
1975-04-14,31.58,33.68,27.89,0.94,71.1,13.8,1975,4,104,Spring,1970,30.53,30.33,2.74,0.911,0
1975-04-15,29.68,32.15,25.76,2.49,60.3,18.8,1975,4,105,Spring,1970,30.42,30.41,2.68,0.497,0
1975-04-16,31.27,34.09,29.08,4.41,62.7,9.5,1975,4,106,Spring,1970,30.39,30.49,2.7,0.843,0
1975-04-17,30.43,33.03,27.57,0.73,56.0,14.2,1975,4,107,Spring,1970,30.23,30.49,2.88,0.66,0
1975-04-18,28.81,32.47,25.45,2.35,65.8,10.3,1975,4,108,Spring,1970,29.94,30.46,2.78,0.307,0
1975-04-19,29.84,32.96,27.3,1.27,67.6,11.2,1975,4,109,Spring,1970,29.9,30.49,3.02,0.532,0
1975-04-20,29.99,33.87,26.45,1.54,51.1,12.5,1975,4,110,Spring,1970,29.83,30.51,3.36,0.564,0
1975-04-21,29.57,32.45,27.38,0.84,71.5,13.4,1975,4,111,Spring,1970,29.88,30.45,3.39,0.473,0
1975-04-22,29.39,31.64,26.47,0.19,64.3,9.8,1975,4,112,Spring,1970,30.14,30.39,3.4,0.434,0
1975-04-23,30.79,34.28,27.94,0.41,65.5,6.4,1975,4,113,Spring,1970,30.28,30.36,3.63,0.739,0
1975-04-24,30.78,32.95,28.46,5.72,68.6,11.4,1975,4,114,Spring,1970,30.2,30.43,3.73,0.737,0
1975-04-25,30.59,33.15,27.59,3.41,66.2,15.3,1975,4,115,Spring,1970,30.24,30.53,3.98,0.695,0
1975-04-26,30.87,32.97,28.65,0.05,58.6,16.0,1975,4,116,Spring,1970,30.3,30.6,4.08,0.756,0
1975-04-27,29.42,33.12,25.94,9.49,72.8,13.2,1975,4,117,Spring,1970,30.32,30.7,4.45,0.44,0
1975-04-28,29.86,32.96,27.64,4.12,66.7,11.8,1975,4,118,Spring,1970,30.34,30.69,4.83,0.536,0
1975-04-29,29.81,32.78,27.74,3.16,71.3,16.9,1975,4,119,Spring,1970,30.62,30.64,4.72,0.525,0
1975-04-30,30.92,34.37,27.21,2.31,57.6,14.1,1975,4,120,Spring,1970,30.86,30.58,4.72,0.767,0
1975-05-01,30.89,33.99,27.22,6.28,74.3,13.1,1975,5,121,Spring,1970,31.27,30.51,4.68,0.761,0
1975-05-02,32.55,34.81,29.16,0.42,73.2,14.8,1975,5,122,Spring,1970,31.47,30.47,4.61,1.122,0
1975-05-03,32.58,36.42,30.46,13.17,82.9,16.1,1975,5,123,Spring,1970,31.52,30.51,4.73,1.129,0
1975-05-04,32.25,35.92,28.6,11.78,72.4,14.8,1975,5,124,Spring,1970,31.32,30.58,4.82,1.057,0
1975-05-05,31.28,34.39,27.7,5.88,71.4,18.5,1975,5,125,Spring,1970,31.4,30.62,5.78,0.846,0
1975-05-06,30.16,32.25,26.56,1.82,74.2,12.9,1975,5,126,Spring,1970,31.3,30.65,5.94,0.602,0
1975-05-07,29.5,32.72,25.73,7.06,75.4,10.7,1975,5,127,Spring,1970,31.11,30.73,6.59,0.458,0
1975-05-08,31.49,34.07,29.4,4.25,69.7,10.1,1975,5,128,Spring,1970,31.11,30.83,6.68,0.891,0
1975-05-09,31.82,33.99,29.6,10.75,62.4,13.6,1975,5,129,Spring,1970,30.94,30.87,6.74,0.963,0
1975-05-10,31.24,35.23,28.88,7.67,71.2,15.3,1975,5,130,Spring,1970,30.85,30.97,6.56,0.837,0
1975-05-11,32.3,35.69,28.92,12.33,67.6,13.3,1975,5,131,Spring,1970,30.88,31.02,6.74,1.068,0
1975-05-12,30.07,32.99,26.5,14.14,76.9,10.7,1975,5,132,Spring,1970,30.34,31.04,7.05,0.582,0
1975-05-13,29.51,31.76,25.8,2.66,73.4,15.5,1975,5,133,Spring,1970,30.09,31.11,7.24,0.46,0
1975-05-14,29.72,32.14,27.35,0.77,70.2,14.4,1975,5,134,Spring,1970,30.14,31.17,7.29,0.506,0
1975-05-15,27.7,31.08,23.84,1.56,72.2,13.4,1975,5,135,Spring,1970,29.95,31.24,7.46,0.065,0
1975-05-16,30.06,33.41,27.64,2.08,64.0,11.7,1975,5,136,Spring,1970,30.07,31.26,7.47,0.58,0
1975-05-17,31.62,35.26,29.36,4.54,70.3,13.6,1975,5,137,Spring,1970,30.25,31.3,7.42,0.92,0
1975-05-18,30.95,33.9,27.57,5.05,69.6,17.4,1975,5,138,Spring,1970,30.57,31.29,7.98,0.774,0
1975-05-19,30.96,34.0,27.83,30.02,72.1,9.5,1975,5,139,Spring,1970,31.24,31.29,7.6,0.776,0
1975-05-20,30.75,33.7,28.19,6.19,69.0,13.9,1975,5,140,Spring,1970,31.52,31.29,7.37,0.73,0
1975-05-21,31.94,34.37,28.48,20.32,66.8,13.3,1975,5,141,Spring,1970,31.84,31.33,8.72,0.989,0
1975-05-22,32.41,35.45,29.67,2.91,66.4,13.0,1975,5,142,Spring,1970,32.0,31.37,8.72,1.092,0
1975-05-23,31.99,34.38,29.57,2.4,74.5,17.7,1975,5,143,Spring,1970,32.06,31.47,8.84,1.0,0
1975-05-24,33.85,36.71,31.42,0.11,71.1,9.1,1975,5,144,Spring,1970,32.18,31.5,9.25,1.406,0
1975-05-25,32.11,35.88,29.5,8.99,72.0,15.8,1975,5,145,Spring,1970,32.14,31.52,9.05,1.027,0
1975-05-26,31.35,34.87,28.12,9.16,76.3,17.7,1975,5,146,Spring,1970,32.08,31.5,9.57,0.861,0
1975-05-27,31.62,35.19,29.14,15.25,65.0,15.0,1975,5,147,Spring,1970,32.01,31.4,11.03,0.92,0
1975-05-28,31.66,33.84,28.94,5.61,78.5,14.6,1975,5,148,Spring,1970,31.78,31.34,10.6,0.928,0
1975-05-29,31.97,34.27,29.94,8.37,74.8,17.3,1975,5,149,Spring,1970,31.79,31.37,10.79,0.996,0
1975-05-30,31.52,34.27,29.29,2.67,72.1,16.4,1975,5,150,Spring,1970,31.95,31.37,10.9,0.898,0
1975-05-31,32.22,35.2,30.0,4.6,73.5,17.0,1975,5,151,Spring,1970,32.02,31.43,10.86,1.05,0
1975-06-01,32.18,34.19,28.49,17.25,83.7,12.9,1975,6,152,Summer,1970,32.16,31.42,10.94,1.042,0
1975-06-02,32.5,34.81,29.0,1.79,89.0,13.2,1975,6,153,Summer,1970,32.08,31.29,11.6,1.112,0
1975-06-03,32.12,34.52,28.72,4.86,89.4,15.1,1975,6,154,Summer,1970,32.23,31.28,12.01,1.029,0
1975-06-04,32.6,35.41,29.71,46.39,94.1,15.1,1975,6,155,Summer,1970,32.25,31.32,11.23,1.133,0
1975-06-05,31.43,34.65,28.99,1.78,85.7,16.5,1975,6,156,Summer,1970,32.28,31.35,11.34,0.878,0
1975-06-06,32.57,36.18,30.4,10.74,84.4,13.5,1975,6,157,Summer,1970,32.0,31.32,11.1,1.127,0
1975-06-07,32.35,35.13,28.43,16.52,83.9,14.5,1975,6,158,Summer,1970,31.58,31.29,11.09,1.079,0
1975-06-08,32.39,35.53,28.93,4.91,81.8,19.4,1975,6,159,Summer,1970,30.99,31.27,11.15,1.088,0
1975-06-09,30.53,33.84,27.69,22.99,79.8,17.1,1975,6,160,Summer,1970,30.82,31.19,11.77,0.682,0
1975-06-10,29.22,31.5,26.55,56.22,89.1,17.3,1975,6,161,Summer,1970,30.45,31.15,11.62,0.397,0
1975-06-11,28.41,32.15,25.89,1.35,88.7,17.1,1975,6,162,Summer,1970,30.01,31.15,12.29,0.22,0
1975-06-12,30.26,33.47,26.32,8.32,89.5,14.2,1975,6,163,Summer,1970,29.64,31.14,11.99,0.623,0
1975-06-13,29.97,33.07,26.15,4.01,78.5,16.0,1975,6,164,Summer,1970,29.23,31.1,13.43,0.56,0
1975-06-14,29.3,32.62,25.96,0.26,79.6,16.5,1975,6,165,Summer,1970,29.47,31.03,13.48,0.414,0
1975-06-15,29.77,32.4,27.59,4.62,85.5,19.8,1975,6,166,Summer,1970,30.01,31.01,14.19,0.517,0
1975-06-16,27.69,31.52,24.86,24.25,82.3,17.3,1975,6,167,Summer,1970,30.2,30.96,14.89,0.063,0
1975-06-17,30.87,33.74,28.29,17.37,79.9,12.8,1975,6,168,Summer,1970,30.36,30.88,14.35,0.756,0
1975-06-18,32.2,35.71,28.97,6.75,85.1,15.5,1975,6,169,Summer,1970,30.65,30.76,14.77,1.046,0
1975-06-19,31.63,35.18,27.92,9.54,91.6,19.2,1975,6,170,Summer,1970,30.89,30.65,14.83,0.922,0
1975-06-20,31.06,33.92,28.57,12.86,95.6,10.4,1975,6,171,Summer,1970,31.42,30.52,13.54,0.798,0
1975-06-21,31.36,34.25,27.58,2.71,87.1,10.4,1975,6,172,Summer,1970,31.44,30.44,14.09,0.863,0
1975-06-22,31.44,33.99,28.56,4.25,83.4,18.4,1975,6,173,Summer,1970,31.32,30.33,14.46,0.881,0
1975-06-23,31.41,34.27,28.04,18.69,97.9,11.9,1975,6,174,Summer,1970,31.26,30.23,14.13,0.874,0
1975-06-24,30.99,34.31,27.89,4.56,94.3,14.4,1975,6,175,Summer,1970,31.19,30.13,15.15,0.782,0
1975-06-25,31.34,33.43,28.4,29.28,81.2,10.5,1975,6,176,Summer,1970,30.98,30.08,14.69,0.859,0
1975-06-26,31.22,34.14,28.31,6.12,92.3,12.9,1975,6,177,Summer,1970,30.91,30.08,13.56,0.833,0
1975-06-27,30.57,34.18,28.27,48.85,88.5,15.9,1975,6,178,Summer,1970,30.81,30.13,14.18,0.691,0
1975-06-28,29.91,32.79,27.24,9.78,79.0,17.0,1975,6,179,Summer,1970,30.62,30.12,14.14,0.547,0
1975-06-29,30.92,34.52,27.49,24.1,86.0,18.8,1975,6,180,Summer,1970,30.28,30.15,14.23,0.767,0
1975-06-30,30.73,34.64,27.09,25.66,88.0,12.9,1975,6,181,Summer,1970,29.93,30.23,14.25,0.726,0
1975-07-01,29.64,33.26,26.9,1.05,86.0,12.1,1975,7,182,Summer,1970,29.68,30.24,14.42,0.488,0
1975-07-02,28.99,31.61,25.13,14.25,98.2,15.7,1975,7,183,Summer,1970,29.52,30.29,14.07,0.347,0
1975-07-03,28.76,31.61,26.21,6.75,93.8,13.9,1975,7,184,Summer,1970,29.28,30.29,13.67,0.296,0
1975-07-04,28.8,31.09,26.64,7.75,81.3,13.8,1975,7,185,Summer,1970,29.09,30.21,13.84,0.305,0
1975-07-05,28.8,31.63,25.73,18.26,97.2,20.8,1975,7,186,Summer,1970,29.05,30.09,13.86,0.305,0
1975-07-06,29.23,32.75,26.76,21.68,96.5,13.9,1975,7,187,Summer,1970,29.08,30.03,13.5,0.399,0
1975-07-07,29.41,32.41,26.73,6.84,90.7,11.2,1975,7,188,Summer,1970,29.14,30.01,13.45,0.438,0
1975-07-08,29.36,32.9,27.11,35.45,90.1,12.2,1975,7,189,Summer,1970,29.31,29.96,13.44,0.427,0
1975-07-09,29.21,31.58,27.05,9.23,90.4,15.6,1975,7,190,Summer,1970,29.46,29.92,13.37,0.394,0
1975-07-10,29.16,31.31,26.73,22.24,93.9,13.6,1975,7,191,Summer,1970,29.72,29.88,13.47,0.384,0
1975-07-11,30.01,32.4,26.21,19.79,84.0,14.3,1975,7,192,Summer,1970,30.0,29.84,13.08,0.569,0
1975-07-12,29.81,32.23,26.01,7.17,81.1,13.4,1975,7,193,Summer,1970,30.12,29.82,12.9,0.525,0
1975-07-13,31.05,33.77,27.68,6.85,86.8,20.5,1975,7,194,Summer,1970,30.12,29.74,11.4,0.796,0
1975-07-14,31.42,33.7,28.85,0.86,87.6,20.2,1975,7,195,Summer,1970,30.36,29.69,11.97,0.876,0
1975-07-15,30.15,34.08,26.37,9.72,91.7,16.2,1975,7,196,Summer,1970,30.33,29.6,11.5,0.599,0
1975-07-16,29.22,31.33,25.93,13.69,92.6,19.2,1975,7,197,Summer,1970,30.07,29.55,10.94,0.397,0
1975-07-17,30.88,33.24,28.4,5.38,88.8,19.5,1975,7,198,Summer,1970,29.81,29.5,10.92,0.758,0
1975-07-18,29.75,33.47,26.48,11.98,94.5,14.7,1975,7,199,Summer,1970,29.71,29.5,11.11,0.512,0
1975-07-19,28.03,30.84,24.5,9.97,96.4,13.5,1975,7,200,Summer,1970,29.72,29.5,10.9,0.137,0
1975-07-20,29.19,31.85,25.6,2.0,83.9,16.5,1975,7,201,Summer,1970,29.85,29.49,10.79,0.39,0
1975-07-21,30.76,34.2,28.33,1.27,76.2,18.3,1975,7,202,Summer,1970,29.67,29.45,11.43,0.732,0
1975-07-22,30.18,33.07,27.21,3.88,91.9,19.5,1975,7,203,Summer,1970,29.75,29.38,10.9,0.606,0
1975-07-23,30.18,32.42,26.48,16.67,88.0,15.3,1975,7,204,Summer,1970,30.13,29.32,11.27,0.606,0
1975-07-24,29.63,32.62,25.84,7.68,85.8,14.4,1975,7,205,Summer,1970,29.95,29.26,10.62,0.486,0
1975-07-25,30.25,33.15,27.31,17.63,91.1,19.7,1975,7,206,Summer,1970,29.65,29.27,11.31,0.621,0
1975-07-26,30.75,34.03,27.86,0.42,87.9,15.9,1975,7,207,Summer,1970,29.35,29.27,10.93,0.73,0
1975-07-27,27.92,31.31,25.32,4.04,91.0,17.9,1975,7,208,Summer,1970,29.21,29.27,10.33,0.113,0
1975-07-28,28.65,31.52,26.57,26.94,94.5,18.2,1975,7,209,Summer,1970,29.01,29.24,10.54,0.272,0
1975-07-29,28.08,30.77,25.53,10.0,80.2,20.2,1975,7,210,Summer,1970,28.8,29.16,11.28,0.148,0
1975-07-30,29.17,32.24,25.56,8.89,83.6,18.4,1975,7,211,Summer,1970,28.52,29.05,11.56,0.386,0
1975-07-31,28.25,31.15,25.43,0.43,92.1,20.6,1975,7,212,Summer,1970,28.6,29.0,12.27,0.185,0
1975-08-01,28.79,31.8,26.01,19.8,86.1,12.4,1975,8,213,Summer,1970,28.47,28.98,12.27,0.303,0
1975-08-02,28.81,32.52,24.95,0.39,85.0,14.6,1975,8,214,Summer,1970,28.34,28.9,12.26,0.307,0
1975-08-03,28.45,31.76,24.84,4.5,84.5,13.6,1975,8,215,Summer,1970,28.1,28.87,11.97,0.229,0
1975-08-04,27.72,29.95,24.11,37.43,98.2,18.0,1975,8,216,Summer,1970,28.01,28.88,12.47,0.07,0
1975-08-05,27.22,30.01,25.16,5.97,88.1,15.0,1975,8,217,Summer,1970,28.1,28.86,12.88,-0.039,0
1975-08-06,27.49,29.66,24.87,17.88,92.0,16.3,1975,8,218,Summer,1970,28.18,28.75,12.98,0.02,0
